,id,retweet_count,favorite_count
943,751793661361422336,3228,6319
944,751598357617971201,3341,8501
945,751583847268179968,1232,4750
946,751538714308972544,1399,5421
947,751456908746354688,1096,3448
948,751251247299190784,6482,13466
949,751205363882532864,2019,6787
950,751132876104687617,1439,5475
951,750868782890057730,1536,5158
952,750719632563142656,5577,14225
953,750506206503038976,1268,4800
954,750429297815552001,4766,14179
955,750383411068534784,1255,4880
956,750381685133418496,35,738
957,750147208377409536,1066,3328
958,750132105863102464,1397,3904
959,750117059602808832,1431,4638
960,750101899009982464,929,3272
961,750086836815486976,600,2335
962,750071704093859840,3684,8436
963,750056684286914561,980,3367
964,750041628174217216,684,3415
965,750026558547456000,870,2917
966,750011400160841729,1004,3484
967,749996283729883136,888,3249
968,749981277374128128,2703,5501
969,749774190421639168,1444,4995
970,749417653287129088,1840,6553
971,749403093750648834,602,2819
972,749395845976588288,3817,9250
973,749317047558017024,2442,5898
974,749075273010798592,2285,6191
975,749064354620928000,1669,5145
976,749036806121881602,860,3326
977,748977405889503236,3755,11539
978,748932637671223296,2479,6285
979,748705597323898880,1040,2971
980,748699167502000129,1763,5091
981,748692773788876800,1464,4547
982,748575535303884801,2196,6519
983,748568946752774144,737,2337
984,748346686624440324,1364,5607
985,748337862848962560,4543,8259
986,748324050481647620,844,3983
987,748307329658011649,788,3942
988,748220828303695873,8574,15163
989,747963614829678593,2375,6233
990,747933425676525569,2807,7113
991,747885874273214464,1092,3163
992,747844099428986880,822,3011
993,747816857231626240,1283,5212
994,747651430853525504,173,1480
995,747648653817413632,6424,13829
996,747600769478692864,601,2490
997,747594051852075008,1160,3951
998,747512671126323200,1742,5957
999,747461612269887489,1139,4147
1000,747439450712596480,2123,5836
1001,747242308580548608,3169,0
1002,747219827526344708,1737,5662
1003,747204161125646336,1007,3626
1004,747103485104099331,4402,10282
1005,746906459439529985,328,3091
1006,746872823977771008,2362,6419
1007,746818907684614144,1888,5670
1008,746790600704425984,1750,5210
1009,746757706116112384,4270,10246
1010,746726898085036033,1966,6473
1011,746542875601690625,2050,5394
1012,746521445350707200,1079,0
1013,746507379341139972,1183,4965
1014,746369468511756288,1808,6476
1015,746131877086527488,2415,7381
1016,746056683365994496,902,3795
1017,745789745784041472,1169,4329
1018,745712589599014916,2547,7472
1019,745433870967832576,2787,7601
1020,745422732645535745,2682,9183
1021,745314880350101504,3046,7669
1022,745074613265149952,3858,8372
1023,745057283344719872,2506,7739
1024,744995568523612160,692,3195
1025,744971049620602880,2953,8417
1026,744709971296780288,1701,5986
1027,744334592493166593,2349,7229
1028,744234799360020481,77143,127914
1029,744223424764059648,409,1819
1030,743980027717509120,1195,4433
1031,743895849529389061,1048,3900
1032,743835915802583040,2295,0
1033,743609206067040256,1508,4793
1034,743595368194129920,7198,19732
1035,743545585370791937,1028,3762
1036,743510151680958465,4046,8452
1037,743253157753532416,1328,4513
1038,743222593470234624,2090,6620
1039,743210557239623680,1497,4101
1040,742534281772302336,3882,7532
1041,742528092657332225,2177,4744
1042,742465774154047488,4243,7750
1043,742423170473463808,4165,10530
1044,742385895052087300,2172,7260
1045,742161199639494656,1506,4633
1046,742150209887731712,1709,5501
1047,741793263812808706,1652,4860
1048,741743634094141440,3021,8733
1049,741438259667034112,914,3920
1050,741303864243200000,3535,9373
1051,741099773336379392,6050,10720
1052,741067306818797568,3386,10074
1053,740995100998766593,3024,6847
1054,740711788199743490,1020,3643
1055,740699697422163968,852,3030
1056,740676976021798912,7459,19369
1057,740373189193256964,14579,37047
1058,740365076218183684,479,2649
1059,740359016048689152,935,3517
1060,740214038584557568,2152,7143
1061,739979191639244800,6482,21299
1062,739932936087216128,1179,4327
1063,739844404073074688,931,4039
1064,739623569819336705,1494,4069
1065,739606147276148736,1809,5740
1066,739544079319588864,23465,42472
1067,739485634323156992,3217,7694
1068,739238157791694849,50725,73145
1069,738891149612572673,6,115
1070,738885046782832640,1244,4019
1071,738883359779196928,888,3566
1072,738537504001953792,1708,5434
1073,738402415918125056,932,3493
1074,738184450748633089,1323,4611
1075,738166403467907072,3733,9382
1076,738156290900254721,721,2702
1077,737826014890496000,1932,5620
1078,737800304142471168,3779,10657
1079,737678689543020544,1462,5387
1080,737445876994609152,4873,11012
1081,737322739594330112,881,3851
1082,737310737551491075,8090,15662
1083,736736130620620800,1900,4610
1084,736392552031657984,8133,18942
1085,736365877722001409,1363,4264
1086,736225175608430592,3016,8676
1087,736010884653420544,3246,8433
1088,735991953473572864,1255,3836
1089,735648611367784448,1196,4285
1090,735635087207878657,2578,6604
1091,735274964362878976,5543,13863
1092,735256018284875776,965,3579
1093,735137028879360001,1054,3337
1094,734912297295085568,562,2916
1095,734787690684657664,6869,13391
1096,734776360183431168,588,2669
1097,734559631394082816,430,1596
1098,733828123016450049,849,3831
1099,733822306246479872,1102,3915
1100,733482008106668032,1036,3352
1101,733460102733135873,1400,4480
1102,733109485275860992,17287,45262
1103,732732193018155009,583,2597
1104,732726085725589504,963,3760
1105,732585889486888962,843,3927
1106,732375214819057664,2743,8606
1107,732005617171337216,5952,15894
1108,731285275100512256,1073,3714
1109,731156023742988288,1388,4088
1110,730924654643314689,2161,6518
1111,730573383004487680,2352,5244
1112,730427201120833536,1131,3696
1113,730211855403241472,1148,4077
1114,730196704625098752,2103,5201
1115,729854734790754305,1218,4287
1116,729838605770891264,418,1813
1117,729823566028484608,1348,4249
1118,729463711119904772,2505,6182
1119,729113531270991872,359,2006
1120,728986383096946689,889,3377
1121,728760639972315136,1847,4969
1122,728751179681943552,739,2976
1123,728653952833728512,1138,3529
1124,728409960103686147,2192,5246
1125,728387165835677696,1041,3911
1126,728046963732717569,1278,4581
1127,728035342121635841,1825,4830
1128,728015554473250816,1193,4360
1129,727685679342333952,692,3119
1130,727644517743104000,1906,6280
1131,727524757080539137,1335,4761
1132,727314416056803329,814,3527
1133,727286334147182592,892,3231
1134,727175381690781696,1491,4113
1135,727155742655025152,1441,3871
1136,726935089318363137,2661,7319
1137,726887082820554753,1638,4084
1138,726828223124897792,1097,3777
1139,726224900189511680,1263,4695
1140,725842289046749185,2880,7495
1141,725786712245440512,1480,4426
1142,725729321944506368,1939,5514
1143,725458796924002305,676,1499
1144,724983749226668032,1423,3944
1145,724771698126512129,696,2516
1146,724405726123311104,1793,5642
1147,724049859469295616,1921,4607
1148,724046343203856385,606,2832
1149,724004602748780546,1727,4451
1150,723912936180330496,1330,4130
1151,723688335806480385,3240,8205
1152,723673163800948736,970,3217
1153,723179728551723008,2045,5636
1154,722974582966214656,1711,4375
1155,722613351520608256,1783,5266
1156,721503162398597120,2043,4958
1157,721001180231503872,665,2683
1158,720785406564900865,841,3314
1159,720775346191278080,742,2636
1160,720415127506415616,1621,4386
1161,720389942216527872,2746,6819
1162,720340705894408192,1057,3052
1163,720059472081784833,1231,4139
1164,720043174954147842,2179,5211
1165,719991154352222208,1908,5139
1166,719704490224398336,1582,4856
1167,719551379208073216,2108,5385
1168,719367763014393856,801,2970
1169,719339463458033665,1356,4684
1170,719332531645071360,1038,3625
1171,718971898235854848,1198,3703
1172,718939241951195136,1913,5571
1173,718631497683582976,8802,20130
1174,718613305783398402,525,2601
1175,718540630683709445,1098,2646
1176,718460005985447936,577,2874
1177,718454725339934721,1635,5187
1178,718246886998687744,545,2048
1179,718234618122661888,1086,4113
1180,717841801130979328,648,2603
1181,717790033953034240,1223,3082
1182,717537687239008257,2001,6126
1183,717428917016076293,495,1702
1184,717421804990701568,919,3354
1185,717047459982213120,2069,6654
1186,717009362452090881,1064,3480
1187,716802964044845056,1273,4535
1188,716791146589110272,1512,5871
1189,716730379797970944,460,1306
1190,716447146686459905,6402,13950
1191,716439118184652801,238,2508
1192,716285507865542656,1185,2956
1193,716080869887381504,1894,5198
1194,715928423106027520,954,3397
1195,715758151270801409,1548,3968
1196,715733265223708672,1843,4967
1197,715704790270025728,612,2977
1198,715696743237730304,1405,4157
1199,715680795826982913,1764,4598
1200,715360349751484417,1710,5811
1201,715342466308784130,743,3214
1202,715220193576927233,712,2565
1203,715200624753819648,2048,5449
1204,715009755312439296,1344,4432
1205,714982300363173890,1125,3994
1206,714962719905021952,4650,7829
1207,714957620017307648,1544,4398
1208,714631576617938945,1087,3476
1209,714606013974974464,1013,3846
1210,714485234495041536,1266,2882
1211,714258258790387713,778,3199
1212,714251586676113411,915,3474
1213,714214115368108032,953,2410
1214,714141408463036416,1521,4570
1215,713919462244790272,846,3481
1216,713909862279876608,595,2032
1217,713900603437621249,810,3002
1218,713761197720473600,1493,5186
1219,713411074226274305,1403,4693
1220,713177543487135744,3087,7657
1221,713175907180089344,1574,4746
1222,712809025985978368,7327,19790
1223,712717840512598017,5440,13157
1224,712668654853337088,1322,4426
1225,712438159032893441,1699,5660
1226,712309440758808576,25,260
1227,712097430750289920,1130,4037
1228,712092745624633345,978,3127
1229,712085617388212225,528,3441
1230,712065007010385924,681,2411
1231,711998809858043904,137,0
1232,711968124745228288,2516,8565
1233,711743778164514816,1072,3020
1234,711732680602345472,4494,9481
1235,711694788429553666,19868,34927
1236,711652651650457602,998,4117
1237,711363825979756544,1237,3889
1238,711306686208872448,795,3522
1239,711008018775851008,682,3191
1240,710997087345876993,1511,4844
1241,710844581445812225,747,2711
1242,710833117892898816,586,2864
1243,710658690886586372,615,2456
1244,710609963652087808,2557,5106
1245,710588934686908417,2045,4856
1246,710296729921429505,800,2522
1247,710283270106132480,560,2266
1248,710272297844797440,1376,4816
1249,710269109699739648,1224,2558
1250,710153181850935296,971,3096
1251,710140971284037632,976,2949
1252,710117014656950272,2167,5851
1253,709918798883774466,1166,3175
1254,709901256215666688,108,714
1255,709852847387627521,1298,3729
1256,709566166965075968,1317,3760
1257,709556954897764353,1161,3494
1258,709519240576036864,262,1582
1259,709449600415961088,645,2365
1260,709409458133323776,759,2791
1261,709225125749587968,627,2547
1262,709207347839836162,6357,13416
1263,709198395643068416,697,2565
1264,709179584944730112,735,2144
1265,709158332880297985,453,2182
1266,709042156699303936,1790,5071
1267,708853462201716736,715,1909
1268,708845821941387268,977,3163
1269,708834316713893888,548,1815
1270,708810915978854401,7585,17580
1271,708738143638450176,886,2918
1272,708711088997666817,793,2721
1273,708479650088034305,739,2714
1274,708469915515297792,892,3278
1275,708400866336894977,11011,17050
1276,708356463048204288,1465,3845
1277,708349470027751425,803,2508
1278,708149363256774660,1680,4549
1279,708130923141795840,914,3608
1280,708119489313951744,1066,2863
1281,708109389455101952,588,2061
1282,708026248782585858,2096,4648
1283,707995814724026368,1220,3311
1284,707983188426153984,2,51
1285,707969809498152960,1055,2871
1286,707776935007539200,1031,3496
1287,707741517457260545,664,2648
1288,707738799544082433,2693,4361
1289,707693576495472641,1092,3651
1290,707629649552134146,957,2754
1291,707610948723478529,6996,18071
1292,707420581654872064,758,2432
1293,707411934438625280,652,2425
1294,707387676719185920,1424,3738
1295,707377100785885184,1175,3508
1296,707315916783140866,701,2631
1297,707297311098011648,873,2942
1298,707059547140169728,739,2745
1299,707038192327901184,873,2343
1300,707021089608753152,1495,4331
1301,707014260413456384,648,2454
1302,706904523814649856,8546,15540
1303,706901761596989440,657,2212
1304,706681918348251136,1055,3541
1305,706644897839910912,1193,2745
1306,706593038911545345,686,2300
1307,706538006853918722,1537,3690
1308,706516534877929472,1126,3306
1309,706346369204748288,1001,3676
1310,706310011488698368,8723,22881
1311,706291001778950144,511,1814
1312,706265994973601792,1000,2906
1313,706169069255446529,2427,4171
1314,706166467411222528,1759,5496
1315,706153300320784384,420,1594
1316,705975130514706432,805,3308
1317,705970349788291072,972,3356
1318,705898680587526145,616,2533
1319,705786532653883392,578,2081
1320,705591895322394625,1259,3386
1321,705475953783398401,1006,3160
1322,705442520700944385,1799,4752
1323,705428427625635840,1850,4077
1324,705239209544720384,818,3201
1325,705223444686888960,880,2757
1326,705102439679201280,562,2296
1327,705066031337840642,659,2320
1328,704871453724954624,1216,4549
1329,704859558691414016,597,2404
1330,704847917308362754,1679,5452
1331,704819833553219584,1099,2826
1332,704761120771465216,3169,7089
1333,704499785726889984,1088,3140
1334,704491224099647488,92,816
1335,704480331685040129,1154,3633
1336,704364645503647744,3877,8588
1337,704347321748819968,386,1691
1338,704134088924532736,509,1616
1339,704113298707505153,614,1985
1340,704054845121142784,1000,3123
1341,703774238772166656,509,1971
1342,703769065844768768,1238,3518
1343,703631701117943808,751,2777
1344,703611486317502464,1659,4125
1345,703425003149250560,1508,4060
1346,703407252292673536,761,2632
1347,703382836347330562,1247,3747
1348,703356393781329922,422,2034
1349,703268521220972544,607,2106
1350,703079050210877440,3376,7881
1351,703041949650034688,13707,28211
1352,702932127499816960,789,2765
1353,702899151802126337,491,1728
1354,702684942141153280,1176,3428
1355,702671118226825216,612,2339
1356,702598099714314240,3583,11050
1357,702539513671897089,1049,3066
1358,702332542343577600,1695,3416
1359,702321140488925184,1129,3506
1360,702276748847800320,833,2644
1361,702217446468493312,1462,5134
1362,701981390485725185,1078,3675
1363,701952816642965504,1110,4069
1364,701889187134500865,1504,3807
1365,701805642395348998,1847,3661
1366,701601587219795968,501,2231
1367,701570477911896070,1021,3004
1368,701545186879471618,663,2830
1369,701214700881756160,5598,13072
1370,700890391244103680,628,2371
1371,700864154249383937,667,2770
1372,700847567345688576,544,2601
1373,700796979434098688,1045,2597
1374,700747788515020802,10251,24425
1375,700518061187723268,874,2816
1376,700505138482569216,624,2435
1377,700462010979500032,1969,4432
1378,700167517596164096,813,2834
1379,700151421916807169,723,2395
1380,700143752053182464,3010,8053
1381,700062718104104960,756,2819
1382,700029284593901568,634,2206
1383,700002074055016451,1468,3533
1384,699801817392291840,1051,3251
1385,699788877217865730,541,2400
1386,699779630832685056,1348,2960
1387,699775878809702401,665,2095
1388,699691744225525762,5009,10950
1389,699446877801091073,2853,6340
1390,699434518667751424,557,2320
1391,699423671849451520,362,1466
1392,699413908797464576,675,2199
1393,699370870310113280,478,2005
1394,699323444782047232,944,3374
1395,699088579889332224,687,2383
1396,699079609774645248,715,2611
1397,699072405256409088,1292,3198
1398,699060279947165696,1983,4034
1399,699036661657767936,1301,2790
1400,698989035503689728,1077,3615
1401,698953797952008193,981,2891
1402,698907974262222848,679,2716
1403,698710712454139905,751,2645
1404,698703483621523456,413,1553
1405,698635131305795584,373,1373
1406,698549713696649216,674,2475
1407,698355670425473025,492,2000
1408,698342080612007937,1040,2426
1409,698262614669991936,2193,5072
1410,698195409219559425,6528,17923
1411,698178924120031232,802,2999
1412,697995514407682048,363,1628
1413,697990423684476929,1409,3512
1414,697943111201378304,753,2567
1415,697881462549430272,1294,3227
1416,697630435728322560,589,1863
1417,697616773278015490,1100,3362
1418,697596423848730625,1375,3238
1419,697575480820686848,551,2178
1420,697516214579523584,1238,2217
1421,697482927769255936,740,2590
1422,697463031882764288,1506,3646
1423,697270446429966336,2029,4988
1424,697259378236399616,1086,3514
1425,697255105972801536,1268,3226
1426,697242256848379904,731,2693
1427,696900204696625153,1120,3411
1428,696894894812565505,736,2509
1429,696886256886657024,1954,5169
1430,696877980375769088,779,2610
1431,696754882863349760,388,1574
1432,696744641916489729,1030,2221
1433,696713835009417216,711,2540
1434,696518437233913856,1847,4165
1435,696490539101908992,162,1307
1436,696488710901260288,1131,2716
1437,696405997980676096,1243,3429
1438,696100768806522880,724,2070
1439,695816827381944320,1279,3204
1440,695794761660297217,849,3402
1441,695767669421768709,815,2001
1442,695629776980148225,2301,4887
1443,695446424020918272,1977,4652
1444,695409464418041856,3898,9206
1445,695314793360662529,1609,3897
1446,695095422348574720,673,2814
1447,695074328191332352,1205,3037
1448,695064344191721472,656,1717
1449,695051054296211456,860,2846
1450,694925794720792577,1002,2885
1451,694905863685980160,1022,2958
1452,694669722378485760,15781,38102
1453,694356675654983680,316,1612
1454,694352839993344000,678,2177
1455,694342028726001664,531,1686
1456,694329668942569472,545,2146
1457,694206574471057408,2226,4476
1458,694183373896572928,1014,3143
1459,694001791655137281,1131,3616
1460,693993230313091072,442,2000
1461,693942351086120961,404,1847
1462,693647888581312512,646,2880
1463,693644216740769793,142,1432
1464,693642232151285760,454,2717
1465,693629975228977152,875,2617
1466,693622659251335168,404,1647
1467,693590843962331137,2146,5418
1468,693582294167244802,279,1758
1469,693486665285931008,683,1893
1470,693280720173801472,1360,3590
1471,693267061318012928,898,2547
1472,693262851218264065,549,2385
1473,693231807727280129,801,3061
1474,693155686491000832,3502,8436
1475,693109034023534592,671,1835
1476,693095443459342336,505,2002
1477,692919143163629568,813,2853
1478,692905862751522816,961,2601
1479,692901601640583168,661,1914
1480,692894228850999298,883,2436
1481,692828166163931137,962,3073
1482,692752401762250755,3968,7305
1483,692568918515392513,1679,4641
1484,692535307825213440,1483,3413
1485,692530551048294401,457,1971
1486,692423280028966913,253,1577
1487,692417313023332352,3801,9999
1488,692187005137076224,896,2697
1489,692158366030913536,872,2299
1490,692142790915014657,429,1754
1491,692041934689402880,1391,3636
1492,692017291282812928,1047,3061
1493,691820333922455552,1802,4213
1494,691793053716221953,4593,8680
1495,691756958957883396,1121,3088
1496,691675652215414786,558,2075
1497,691483041324204033,624,2531
1498,691459709405118465,1252,4338
1499,691444869282295808,930,2834
1500,691416866452082688,8356,20678
1501,691321916024623104,721,2758
1502,691096613310316544,977,3167
1503,691090071332753408,371,1821
1504,690989312272396288,3146,6320
1505,690959652130045952,1376,3816
1506,690938899477221376,2181,4418
1507,690932576555528194,1116,3513
1508,690735892932222976,1399,4032
1509,690728923253055490,569,2318
1510,690690673629138944,865,2485
1511,690649993829576704,307,1396
1512,690607260360429569,19,309
1513,690597161306841088,657,2100
1514,690400367696297985,493,1993
1515,690374419777196032,945,3477
1516,690360449368465409,973,2839
1517,690348396616552449,558,1602
1518,690248561355657216,452,1801
1519,690021994562220032,1132,2986
1520,690015576308211712,807,2682
1521,690005060500217858,1850,3909
1522,689999384604450816,411,1524
1523,689993469801164801,502,1568
1524,689977555533848577,487,1455
1525,689905486972461056,759,2593
1526,689877686181715968,1300,3225
1527,689835978131935233,822,2311
1528,689661964914655233,1012,3417
1529,689659372465688576,4261,11103
1530,689623661272240129,715,2393
1531,689599056876867584,6042,12436
1532,689557536375177216,507,2200
1533,689517482558820352,1565,3622
1534,689289219123089408,1012,2405
1535,689283819090870273,1208,3514
1536,689280876073582592,788,2137
1537,689275259254616065,268,1237
1538,689255633275777024,1175,2738
1539,689154315265683456,1100,3268
1540,689143371370250240,565,2171
1541,688916208532455424,954,2918
1542,688908934925697024,846,2263
1543,688898160958271489,861,2246
1544,688894073864884227,767,2384
1545,688828561667567616,404,1471
1546,688804835492233216,215,1023
1547,688789766343622656,728,2365
1548,688547210804498433,769,2784
1549,688519176466644993,798,2465
1550,688385280030670848,4868,9950
1551,688211956440801280,916,2378
1552,688179443353796608,645,2261
1553,688116655151435777,858,3014
1554,688064179421470721,393,1833
1555,687841446767013888,2775,5856
1556,687826841265172480,1247,2921
1557,687818504314159109,1043,2680
1558,687807801670897665,765,2553
1559,687732144991551489,720,1883
1560,687704180304273409,925,2606
1561,687664829264453632,563,2077
1562,687494652870668288,629,2052
1563,687480748861947905,272,1711
1564,687476254459715584,591,2114
1565,687460506001633280,591,2182
1566,687399393394311168,686,2030
1567,687317306314240000,10034,21509
1568,687312378585812992,2086,4651
1569,687127927494963200,2512,5835
1570,687124485711986689,557,2317
1571,687109925361856513,2708,6201
1572,687102708889812993,1088,2498
1573,687096057537363968,669,2399
1574,686947101016735744,3476,9207
1575,686760001961103360,1506,3761
1576,686749460672679938,1601,3716
1577,686730991906516992,1311,4443
1578,686683045143953408,882,3002
1579,686618349602762752,1489,3932
1580,686606069955735556,592,2018
1581,686394059078897668,750,1879
1582,686386521809772549,971,3476
1583,686377065986265092,618,2368
1584,686358356425093120,750,2348
1585,686286779679375361,1825,4274
1586,686050296934563840,809,2358
1587,686035780142297088,133,1238
1588,686034024800862208,1283,3332
1589,686007916130873345,459,2639
1590,686003207160610816,702,1944
1591,685973236358713344,588,2259
1592,685943807276412928,672,1752
1593,685906723014619143,3192,8056
1594,685681090388975616,138,2169
1595,685667379192414208,631,2497
1596,685663452032069632,1603,3471
1597,685641971164143616,851,3132
1598,685547936038666240,17177,35264
1599,685532292383666176,1264,3254
1600,685325112850124800,4383,10150
1601,685321586178670592,709,2833
1602,685315239903100929,1182,3576
1603,685307451701334016,482,2212
1604,685268753634967552,1329,3322
1605,685198997565345792,735,2485
1606,685169283572338688,1563,4375
1607,684969860808454144,421,2452
1608,684959798585110529,3429,7129
1609,684940049151070208,1149,3442
1610,684926975086034944,519,3753
1611,684914660081053696,1603,3739
1612,684902183876321280,584,2004
1613,684880619965411328,907,2246
1614,684830982659280897,23651,37549
1615,684800227459624960,1088,2899
1616,684594889858887680,3874,9559
1617,684588130326986752,1542,4401
1618,684567543613382656,1355,3218
1619,684538444857667585,1057,2834
1620,684481074559381504,1282,4134
1621,684460069371654144,609,2110
1622,684241637099323392,3616,8724
1623,684225744407494656,232,1322
1624,684222868335505415,1519,4107
1625,684200372118904832,1131,2322
1626,684195085588783105,569,2047
1627,684188786104872960,1288,3719
1628,684177701129875456,737,2153
1629,684147889187209216,1638,3178
1630,684122891630342144,521,2127
1631,684097758874210310,1572,4389
1632,683857920510050305,1224,4055
1633,683852578183077888,385,2057
1634,683849932751646720,1076,2805
1635,683834909291606017,1211,2801
1636,683828599284170753,1157,2977
1637,683773439333797890,1486,3577
1638,683742671509258241,3653,6964
1639,683515932363329536,3186,7872
1640,683498322573824003,1052,3379
1641,683481228088049664,1088,2811
1642,683462770029932544,732,2602
1643,683449695444799489,1761,4158
1644,683391852557561860,2610,8124
1645,683357973142474752,1031,3144
1646,683142553609318400,1143,3074
1647,683111407806746624,998,3632
1648,683098815881154561,717,2313
1649,683078886620553216,617,2121
1650,683030066213818368,803,2303
1651,682962037429899265,18333,39593
1652,682808988178739200,202,1889
1653,682788441537560576,1225,2639
1654,682750546109968385,479,1625
1655,682697186228989953,393,1405
1656,682662431982772225,1174,3251
1657,682638830361513985,658,2195
1658,682429480204398592,1272,3656
1659,682406705142087680,1936,8093
1660,682393905736888321,748,2380
1661,682389078323662849,511,1782
1662,682303737705140231,1092,3290
1663,682259524040966145,1340,4453
1664,682242692827447297,1298,3471
1665,682088079302213632,10884,19590
1666,682059653698686977,1856,5295
1667,682047327939461121,1060,3427
1668,682032003584274432,2209,7026
1669,682003177596559360,1671,3362
1670,681981167097122816,1129,2958
1671,681891461017812993,910,2634
1672,681694085539872773,4431,13644
1673,681679526984871937,488,1873
1674,681654059175129088,1018,2818
1675,681610798867845120,518,2041
1676,681579835668455424,1438,3788
1677,681523177663676416,6387,15302
1678,681340665377193984,303,1743
1679,681339448655802368,4442,9908
1680,681320187870711809,833,2833
1681,681302363064414209,2005,4216
1682,681297372102656000,1048,3398
1683,681281657291280384,1207,3428
1684,681261549936340994,299,1553
1685,681242418453299201,597,1595
1686,681231109724700672,528,2552
1687,681193455364796417,1630,3959
1688,680970795137544192,725,2586
1689,680959110691590145,2171,4854
1690,680940246314430465,1158,3440
1691,680934982542561280,482,2215
1692,680913438424612864,677,2551
1693,680889648562991104,400,1881
1694,680836378243002368,1458,3672
1695,680805554198020098,723,2312
1696,680801747103793152,903,2526
1697,680798457301471234,1140,3049
1698,680609293079592961,782,2807
1699,680583894916304897,1467,3839
1700,680497766108381184,2094,4514
1701,680494726643068929,528,1827
1702,680473011644985345,817,2703
1703,680440374763077632,552,1546
1704,680221482581123072,316,1552
1705,680206703334408192,1286,3016
1706,680191257256136705,558,2291
1707,680176173301628928,1707,4155
1708,680161097740095489,800,2465
1709,680145970311643136,1902,3849
1710,680130881361686529,1040,2446
1711,680115823365742593,998,2889
1712,680100725817409536,1496,3803
1713,680085611152338944,9730,13629
1714,680070545539371008,962,2736
1715,680055455951884288,7796,17799
1716,679877062409191424,705,2091
1717,679872969355714560,722,2312
1718,679862121895714818,683,2624
1719,679854723806179328,1353,3061
1720,679844490799091713,854,2525
1721,679828447187857408,15329,38633
1722,679777920601223168,1223,3288
1723,679736210798047232,876,2229
1724,679729593985699840,902,2306
1725,679722016581222400,517,1763
1726,679530280114372609,2267,5065
1727,679527802031484928,798,2818
1728,679511351870550016,1403,3598
1729,679503373272485890,1618,3364
1730,679475951516934144,701,2238
1731,679462823135686656,20603,33861
1732,679405845277462528,1320,2532
1733,679158373988876288,8872,22900
1734,679148763231985668,1123,2946
1735,679132435750195208,1270,3155
1736,679111216690831360,2799,6347
1737,679062614270468097,8981,18211
1738,679047485189439488,749,2399
1739,679001094530465792,1344,3003
1740,678991772295516161,1280,2476
1741,678969228704284672,503,1743
1742,678800283649069056,984,2733
1743,678798276842360832,1298,3706
1744,678774928607469569,1006,2956
1745,678767140346941444,1495,3753
1746,678764513869611008,524,1734
1747,678755239630127104,3622,7604
1748,678740035362037760,1861,3989
1749,678708137298427904,2657,5906
1750,678675843183484930,1626,3051
1751,678643457146150913,467,2177
1752,678446151570427904,1720,4247
1753,678424312106393600,2777,5755
1754,678410210315247616,1990,4505
1755,678399652199309312,30143,61587
1756,678396796259975168,456,1686
1757,678389028614488064,459,1982
1758,678380236862578688,986,2580
1759,678341075375947776,589,1832
1760,678334497360859136,292,1377
1761,678278586130948096,6617,12188
1762,678255464182861824,405,1681
1763,678023323247357953,424,2039
1764,678021115718029313,6928,14587
1765,677961670166224897,1826,3616
1766,677918531514703872,445,1431
1767,677895101218201600,2303,5120
1768,677716515794329600,1060,3231
1769,677700003327029250,1562,3589
1770,677698403548192770,347,1293
1771,677687604918272002,915,2620
1772,677673981332312066,1627,3532
1773,677662372920729601,1062,2064
1774,677644091929329666,866,1987
1775,677573743309385728,794,2266
1776,677565715327688705,496,1361
1777,677557565589463040,1266,2574
1778,677547928504967168,3943,7344
1779,677530072887205888,243,1126
1780,677335745548390400,1941,3230
1781,677334615166730240,321,1436
1782,677331501395156992,257,1150
1783,677328882937298944,1629,3844
1784,677314812125323265,586,1738
1785,677301033169788928,449,1318
1786,677269281705472000,765,2096
1787,677228873407442944,1772,3735
1788,677187300187611136,998,2887
1789,676975532580409345,1161,2934
1790,676957860086095872,879,2326
1791,676949632774234114,428,1372
1792,676948236477857792,947,2293
1793,676946864479084545,410,1795
1794,676942428000112642,827,2195
1795,676936541936185344,5329,13435
1796,676916996760600576,1942,3137
1797,676897532954456065,785,2375
1798,676864501615042560,779,2224
1799,676821958043033607,16937,24388
1800,676819651066732545,718,1902
1801,676811746707918848,457,1497
1802,676776431406465024,2175,5264
1803,676617503762681856,1066,3055
1804,676613908052996102,210,1147
1805,676606785097199616,476,1985
1806,676603393314578432,423,1232
1807,676593408224403456,2334,4827
1808,676590572941893632,139,974
1809,676588346097852417,864,2463
1810,676582956622721024,305,1268
1811,676575501977128964,1214,2725
1812,676533798876651520,602,1978
1813,676496375194980353,576,1595
1814,676470639084101634,5058,12263
1815,676440007570247681,725,1812
1816,676430933382295552,373,1469
1817,676263575653122048,590,2184
1818,676237365392908289,318,1286
1819,676219687039057920,33602,78972
1820,676215927814406144,635,1829
1821,676191832485810177,1109,2392
1822,676146341966438401,721,2016
1823,676121918416756736,1257,2254
1824,676101918813499392,1247,2952
1825,676098748976615425,1556,3171
1826,676089483918516224,462,1378
1827,675898130735476737,623,1716
1828,675891555769696257,944,2236
1829,675888385639251968,1036,2502
1830,675878199931371520,1516,4401
1831,675870721063669760,610,1726
1832,675853064436391936,1402,2832
1833,675849018447167488,165,991
1834,675845657354215424,961,2395
1835,675822767435051008,573,1602
1836,675820929667219457,247,1098
1837,675798442703122432,3646,10782
1838,675781562965868544,511,1693
1839,675740360753160193,373,1217
1840,675710890956750848,896,1986
1841,675707330206547968,745,2088
1842,675706639471788032,103,676
1843,675534494439489536,450,1899
1844,675531475945709568,414,1237
1845,675522403582218240,307,1087
